2.19 589.6 0.04 1.5 1
2.25 579.1 0.04 1.5 2
2.50 546.1 0.04 1.5 2
4.05 435.8 0.04 1.5 2
3.07 491.6 0.04 1.5 3
1.85 643.8 0.04 1.5 2 
